,소분류코드,중분류명,소분류명
2283,B400804,건강가전,전기안마기
2284,B400805,건강가전,찜질팩
2285,B400806,건강가전,건강소품
2286,B400807,건강가전,체온계
2287,B410101,밥솥,일반밥솥
2288,B410102,밥솥,압력밥솥
2289,B410201,주방소형가전,웰빙가전
2290,B410301,청소기,핸디형청소기
2291,B410302,청소기,일반진공청소기
2292,B410303,청소기,업소용청소기
2293,B410304,청소기,로봇청소기
2294,B410305,청소기,스팀청소기
2295,B410307,청소기,청소기소품
2296,B410401,전기포트,전기포트
2297,B410501,믹서기,믹서기
2298,B410602,생활소형가전,드라이어
2299,B410603,생활소형가전,헤어스타일러
2300,B410604,생활소형가전,온라인 생활소형가전
2301,B410701,커피메이커/머신,커피메이커/머신
2302,B410702,커피메이커/머신,토스터기
2303,B410801,기타주방가전,살균건조기/세척기
2304,B410803,기타주방가전,조리가전
2305,B410804,기타주방가전,기타소모품
2306,B410901,조리기,전자레인지
2307,B410902,조리기,오븐레인지
2308,B420101,소형음향기기,액세서리
2309,B420202,카메라/캠코더,디지털카메라
2310,B420203,카메라/캠코더,기타 카메라
2311,B420301,전화기/팩스,유선전화기
2312,B420302,전화기/팩스,유무선전화기
2313,B420401,이동통신,이동통신소품
2314,B420501,PC,데스크탑
2315,B420503,PC,모니터
2316,B420504,PC,타블릿PC
2317,B420602,컴퓨터주변기기,마우스
2318,B420603,컴퓨터주변기기,스피커
2319,B420604,컴퓨터주변기기,기타주변기기
2320,B420606,컴퓨터주변기기,화상카메라
2321,B420607,컴퓨터주변기기,기타소모품
2322,B420608,컴퓨터주변기기,프린터
2323,B420609,컴퓨터주변기기,복합기
2324,B420611,컴퓨터주변기기,메모리
2325,B420612,컴퓨터주변기기,잉크
2326,B420701,전기면도기,남성용면도기
2327,B420802,건강디지털기기,기타
2328,B420901,NAVI/하이패스,네비게이션
2329,B420902,NAVI/하이패스,액세서리
2330,B421001,기타음향기기,녹음기/라디오
2331,B421002,기타음향기기,액세서리
2332,B421003,기타음향기기,기타
2333,B421101,전자악기,전자악기
2334,B421201,MP3/PMP,MP3
2335,B421301,전자학습기,전자사전
2336,B430101,어묵맛살,어묵
2337,B430102,어묵맛살,맛살
2338,B430103,어묵맛살,유부
2339,B430104,어묵맛살,곤약
2340,B430105,어묵맛살,김밥재료묶음
2341,B430201,냉장면류,냉장면
2342,B430202,냉장면류,냉장떡
2343,B430301,햄소시지,햄
2344,B430302,햄소시지,소시지
2345,B430303,햄소시지,햄세트
2346,B430401,냉장반찬,단무지
2347,B430402,냉장반찬,포장김치
2348,B430403,냉장반찬,냉장간편식
2349,B430404,냉장반찬,냉장장류
2350,B430405,냉장반찬,온라인 냉장반찬
2351,B430501,냉동만두,물만두
2352,B430502,냉동만두,군만두
2353,B430503,냉동만두,손찜만두
2354,B430504,냉동만두,교자만두
2355,B430505,냉동만두,만두피
2356,B430601,냉동간식,냉동튀김
2357,B430602,냉동간식,냉동부침/구이
2358,B430603,냉동간식,온라인냉동간식
2359,B430604,냉동간식,기타냉동반찬
2360,B430701,냉동대용식,냉동간식
2361,B430702,냉동대용식,냉동면
2362,B430703,냉동대용식,냉동간편식
2363,B430801,아이스크림,얼음
2364,B430802,아이스크림,홈아이스
2365,B430803,아이스크림,튜브/컵아이스
2366,B430804,아이스크림,바아이스
2367,B430805,아이스크림,과자아이스
2368,B430806,아이스크림,행사아이스
2369,B430807,아이스크림,콘아이스
2370,B430901,햄,라운드햄
2371,B430902,햄,베이컨
2372,B430903,햄,사각햄
2373,B430904,햄,슬라이스햄
2374,B430905,햄,원물형태햄
2375,B431001,소시지,비엔나소시지
2376,B431002,소시지,일반소시지
2377,B431003,소시지,후랑크소시지
2378,B431101,냉장햄세트,냉장햄세트
2379,B440101,드레스화브랜드,드레스화브랜드
2380,B440102,드레스화브랜드,드레스화브랜드행사
2381,B440201,캐주얼화브랜드,캐주얼화브랜드
2382,B440202,캐주얼화브랜드,캐주얼화브랜드행사
2383,B440301,아동화브랜드,아동화브랜드
2384,B440302,아동화브랜드,아동화브랜드행사
2385,B440401,슈즈행사,슈즈행사
2386,B440501,남성구두,남성드레스화
2387,B440502,남성구두,남성세미드레스화
2388,B440503,남성구두,남성캐주얼화
2389,B440601,여성구두,여성정장화
2390,B440602,여성구두,여성캐주얼화
2391,B440603,여성구두,여성편리화
2392,B440604,여성구두,여성샌들
2393,B440605,여성구두,여성부츠
2394,B440701,샌들슬리퍼,슬리퍼
2395,B440702,샌들슬리퍼,실내화
2396,B440703,샌들슬리퍼,남성샌들
2397,B440704,샌들슬리퍼,여성샌들
2398,B440801,NB구두,NB구두
2399,B440802,NB구두,온라인 NB구두
2400,B440901,운동화,성인운동화
2401,B440902,운동화,아동운동화
2402,B450101,준보석,14K
2403,B450102,준보석,준보석행사
2404,B450103,준보석,준보석브랜드
2405,B450104,준보석,일반준보석
2406,B450105,준보석,금
2407,B450201,시계,시계브랜드
2408,B450202,시계,시계편집
2409,B450203,시계,일반시계
2410,B450204,시계,벽/탁상시계
2411,B450205,시계,브랜드
2412,B450206,시계,아동시계
2413,B450301,액세서리,헤어악세사리
2414,B450302,액세서리,액세서리브랜드
2415,B450303,액세서리,액세서리편집
2416,B450304,액세서리,선글라스브랜드
2417,B450305,액세서리,선글라스편집
2418,B450306,액세서리,성인일반악세사리
2419,B450307,액세서리,성인헤어악세사리
2420,B450308,액세서리,아동헤어악세사리
2421,B450310,액세서리,기타악세사리
2422,B450311,액세서리,악세서리행사
2423,B450312,액세서리,선글라스
2424,B450402,피혁브랜드,명품브랜드
2425,B450501,가방브랜드,여행가방브랜드
2426,B450502,가방브랜드,캐주얼가방브랜드
2427,B450601,잡화멀티샵,멀티샵브랜드
2428,B450602,잡화멀티샵,캐릭터브랜드
2429,B450701,미입점행사,액세서리행사
2430,B450703,미입점행사,명품행사
2431,B450704,미입점행사,선글라스행사
2432,B450801,지갑,여성지갑
2433,B450803,지갑,아동지갑
2434,B450804,지갑,기타지갑
2435,B450902,벨트,남성벨트
2436,B450903,벨트,아동벨트
2437,B450904,벨트,기타벨트
2438,B451002,핸드백,천핸드백
2439,B451101,가방,여행가방
2440,B451102,가방,서류가방
2441,B451104,가방,기타가방
2442,B451105,가방,캐주얼가방
2443,B451107,가방,여행용품
2444,B451108,가방,가방NB
2445,B451201,피혁토탈,토탈기타잡화
2446,B451202,피혁토탈,피혁NB
2447,B451301,모자,아동모자
2448,B451302,모자,선캡
2449,B451303,모자,성인야구모
2450,B451304,모자,성인벙거지
2451,B451305,모자,헤드웨어
2452,B451401,우산/양산,우산
2453,B451402,우산/양산,양산
2454,B451403,우산/양산,우의
2455,B451404,우산/양산,장화
2456,B451501,스카프,스카프
2457,B451502,스카프,머플러
2458,B451503,스카프,워머
2459,B451504,스카프,손수건
2460,B451505,스카프,기타잡화
2461,B451601,장갑,아동장갑
2462,B451602,장갑,가죽장갑
2463,B451603,장갑,캐주얼장갑
2464,B451702,시즌토탈,시즌행사
2465,B451801,썬글라스,성인썬글라스
2466,B451802,썬글라스,아동썬글라스
2467,B451803,썬글라스,온라인 썬글라스
2468,B451901,여행용품,여행용품
2469,B460101,우육,일반한우
2470,B460102,우육,한우 선물세트
2471,B460103,우육,브랜드한우
2472,B460104,우육,PB 한우
2473,B460105,우육,PB 한우 선물세트
2474,B460106,우육,순한한우
2475,B460201,수입육,미국산 냉장 소고기
2476,B460202,수입육,미국산 냉동 소고기
2477,B460203,수입육,호주산 냉장 소고기
2478,B460204,수입육,호주산 냉동 소고기
2479,B460205,수입육,수입육 선물세트
2480,B460206,수입육,PB 수입 소고기
2481,B460207,수입육,PB 수입소고기 선물세트
2482,B460208,수입육,수입 돼지고기
2483,B460209,수입육,기타 수입육
2484,B460301,일반한우,한우곰거리
2485,B460302,일반한우,한우등심
2486,B460303,일반한우,한우안심
2487,B460304,일반한우,한우양지
2488,B460305,일반한우,한우정육
2489,B460306,일반한우,한우채끝
2490,B460307,일반한우,한우특수부위
2491,B460308,일반한우,한우규격
2492,B460401,한우선물세트,한우냉동선물세트
2493,B460402,한우선물세트,한우냉장선물세트
2494,B460501,브랜드한우,산지한우
2495,B460502,브랜드한우,순한한우
2496,B460503,브랜드한우,진심한우
2497,B470101,닭고기,냉동계육
2498,B470102,닭고기,오골계
2499,B470103,닭고기,훈제계육
2500,B470104,닭고기,일반닭
2501,B470105,닭고기,토종닭
2502,B470106,닭고기,닭부분육
2503,B470107,닭고기,오리
2504,B470108,닭고기,기타육
2505,B470201,계란,PB 계란
2506,B470202,계란,일반란
2507,B470203,계란,차별화계란
2508,B470204,계란,기타란
2509,B470301,오리고기,일반오리
2510,B470302,오리고기,훈제오리
2511,B480101,양념육,양념육
2512,B480102,양념육,HMR
2513,B480103,양념육,육가공품
2514,B480201,돼지고기,PB 돼지고기
2515,B480202,돼지고기,NB 돼지고기
2516,B480203,돼지고기,차별화돼지고기
2517,B480301,브랜드돼지고기,NB돼지고기
2518,B480302,브랜드돼지고기,PB돼지고기
2519,B480303,브랜드돼지고기,소포장팩
2520,B480401,차별화돼지고기,기능성웰빙돼지고기
2521,B480402,차별화돼지고기,품종차별화돼지고기
2522,B480501,온라인돼지고기,온라인돼지고기
2523,B490101,마담/어덜트,마담/어덜트상의
2524,B490102,마담/어덜트,마담/어덜트하의
2525,B490103,마담/어덜트,마담/어덜트원피스
2526,B490104,마담/어덜트,마담/어덜트아우터
2527,B490105,마담/어덜트,마담/어덜트특정
2528,B490201,미시캐주얼,미시캐주얼상의
2529,B490202,미시캐주얼,미시캐주얼하의
2530,B490203,미시캐주얼,미시캐주얼원피스
2531,B490204,미시캐주얼,미시캐주얼아우터
2532,B490301,여성베이직,여성베이직상의
2533,B490402,여성이지캐주얼,여성이지캐주얼하의
2534,B490403,여성이지캐주얼,여성이지캐주얼원피스
2535,B490404,여성이지캐주얼,여성이지캐주얼아우터
2536,B490501,여성PB,미시캐쥬얼PB
2537,B490502,여성PB,어덜트캐쥬얼PB
2538,B490503,여성PB,이지여성PB
2539,B490601,여성NPB,미시캐쥬얼NPB
2540,B490602,여성NPB,어덜트캐쥬얼NPB
2541,B490603,여성NPB,이지여성NPB
2542,B490702,여성특정,어덜트캐쥬얼특정
2543,B500101,병행수입,남성병행수입
2544,B500102,병행수입,여성병행수입
2545,B500103,병행수입,아동병행수입
2546,B500201,남성베이직,남성베이직상의
2547,B500301,남성스포츠,남성스포츠상의
2548,B500302,남성스포츠,남성스포츠하의
2549,B500303,남성스포츠,남성스포츠아우터
2550,B500401,남성어덜트캐주얼,남성어덜트캐주얼상의
2551,B500402,남성어덜트캐주얼,남성어덜트캐주얼하의
2552,B500403,남성어덜트캐주얼,남성어덜트캐주얼아우터
2553,B500501,남성이지캐주얼,남성이지캐주얼상의
2554,B500502,남성이지캐주얼,남성이지캐주얼하의
2555,B500503,남성이지캐주얼,남성이지캐주얼아우터
2556,B500601,남성스포츠PB,어덜트PB
2557,B500602,남성스포츠PB,비지니스PB
2558,B500603,남성스포츠PB,스포츠PB
2559,B500604,남성스포츠PB,남성캐주얼PB
2560,B500701,남성스포츠NPB,비즈니스NPB
2561,B500702,남성스포츠NPB,남성캐주얼NPB
2562,B500801,남성스포츠특정,비지니스특정
2563,B510101,스포츠브랜드편집,에스마켓
2564,B510201,스포츠NB,브랜드 기획
2565,B510202,스포츠NB,브랜드
2566,B510203,스포츠NB,브랜드행사
2567,B510301,골프,브랜드
2568,B510303,골프,골프공
2569,B510304,골프,골프장갑
2570,B510305,골프,골프소품
2571,B510306,골프,골프의류
2572,B510308,골프,골프용품
2573,B510309,골프,기타골프용품
2574,B510401,시즌행사,브랜드직매입
2575,B510402,시즌행사,미입점행사
2576,B510501,브랜드,브랜드
2577,B510502,브랜드,미입점행사
2578,B510503,브랜드,브랜드기획
2579,B520101,과실과일,사과
2580,B520102,과실과일,배
2581,B520103,과실과일,감귤
2582,B520104,과실과일,포도
2583,B520105,과실과일,감
2584,B520106,과실과일,복숭아
2585,B520107,과실과일,자두
2586,B520108,과실과일,기타국산과일
2587,B520109,과실과일,밤
2588,B520110,과실과일,온라인 국산과일
2589,B520201,과채과일,참외
2590,B520202,과채과일,수박
2591,B520203,과채과일,딸기
2592,B520204,과채과일,토마토
2593,B520205,과채과일,메론
2594,B520301,선물세트,배세트
2595,B520302,선물세트,혼합세트
2596,B520303,선물세트,사과세트
2597,B520304,선물세트,기타과일세트
2598,B520305,선물세트,PB세트
2599,B520306,선물세트,친환경과일선물세트
2600,B520401,친환경과일,친환경포도
2601,B520402,친환경과일,친환경딸기
2602,B520403,친환경과일,친환경배
2603,B520404,친환경과일,친환경메론
2604,B520405,친환경과일,친환경복숭아
2605,B520406,친환경과일,친환경사과
2606,B520407,친환경과일,친환경토마토
2607,B520408,친환경과일,친환경자두
2608,B520409,친환경과일,친환경감귤
2609,B520410,친환경과일,친환경참외
2610,B520411,친환경과일,친환경감
2611,B520412,친환경과일,친환경참다래
2612,B520413,친환경과일,친환경건과
2613,B520414,친환경과일,GAP감귤
2614,B520415,친환경과일,친환경기타과일
2615,B520501,감귤,PB감귤
2616,B520502,감귤,감귤기타
2617,B520503,감귤,노지감귤
2618,B520504,감귤,레드향
2619,B520505,감귤,천혜향
2620,B520506,감귤,하우스감귤
2621,B520507,감귤,한라봉
2622,B520508,감귤,황금향
2623,B520601,감,PB감
2624,B520602,감,규격감기타
2625,B520603,감,단감
2626,B520604,감,대봉시
2627,B520605,감,비규격감기타
2628,B520606,감,홍시
2629,B520701,복숭아,복숭아기타
2630,B520702,복숭아,부드러운복숭아
2631,B520703,복숭아,아삭한복숭아
2632,B520704,복숭아,천도복숭아
2633,B520801,자두,대석자두
2634,B520802,자두,자두기타
2635,B520803,자두,포모사
2636,B520901,토마토,PB토마토
2637,B520902,토마토,방울토마토
2638,B520903,토마토,완숙토마토
2639,B520904,토마토,찰토마토
2640,B520905,토마토,토마토기타
2641,B521001,포도,거봉포도
2642,B521002,포도,델라웨어포도
2643,B521003,포도,머루포도
2644,B521004,포도,캠벨포도
2645,B521005,포도,포도기타
2646,B521101,참외,PB참외
2647,B521102,참외,참외
2648,B521201,수박,PB수박
2649,B521202,수박,수박기타
2650,B521203,수박,씨없는수박
2651,B521204,수박,유명산지수박
2652,B521205,수박,일반수박
2653,B521206,수박,컬러수박
2654,B521301,딸기,딸기
2655,B521302,딸기,산딸기
2656,B521401,메론,PB메론
2657,B521402,메론,머스크메론
2658,B521403,메론,메론기타
2659,B530101,선물세트,키위세트
2660,B530102,선물세트,기타수입과일세트
2661,B530201,수입감귤과일,오렌지
2662,B530202,수입감귤과일,자몽
2663,B530203,수입감귤과일,레몬
2664,B530301,수입기타과일,아보가도
2665,B530302,수입기타과일,기타과일
2666,B530303,수입기타과일,쇼케이스과일
2667,B530304,수입기타과일,망고스틴
2668,B530305,수입기타과일,수입메론
2669,B530306,수입기타과일,야자
2670,B530307,수입기타과일,용과
2671,B530308,수입기타과일,블루베리
2672,B530401,열대과일,바나나
2673,B530402,열대과일,파인애플
2674,B530403,열대과일,망고
2675,B530501,키위/석류,참다래
2676,B530502,키위/석류,키위
2677,B530503,키위/석류,석류
2678,B530601,포도/체리,체리
2679,B530602,포도/체리,수입포도
2680,B530701,오렌지과일선물세트,오렌지과일선물세트
2681,B530801,오렌지,기타오렌지
2682,B530802,오렌지,남아공오렌지
2683,B530803,오렌지,미국고당도오렌지
2684,B530804,오렌지,미국일반오렌지
2685,B530805,오렌지,칠레오렌지
2686,B530901,자몽,남아공자몽
2687,B530902,자몽,미국자몽
2688,B530903,자몽,이스라엘자몽
2689,B531001,오렌지과일기타,간편과일
2690,B531002,오렌지과일기타,기타오렌지과일
2691,B531101,석류,미국석류
2692,B531201,레몬,북미레몬
2693,B531202,레몬,칠레레몬
2694,B540101,생선회,초밥
2695,B540102,생선회,회재료
2696,B540103,생선회,활어회
2697,B540104,생선회,일반회
2698,B540105,생선회,참치회
2699,B540106,생선회,장어류
2700,B540107,생선회,모둠회
2701,B540108,생선회,시즌회
2702,B540109,생선회,연어회
2703,B540110,생선회,홍어회
2704,B540201,해물연체류,조개류
2705,B540202,해물연체류,조개살
2706,B540203,해물연체류,연체류
2707,B540204,해물연체류,새우류
2708,B540301,간편조리생선,규격 RTC
2709,B540302,간편조리생선,간편조리행사
2710,B540401,생선초밥,모둠초밥
2711,B540402,생선초밥,활어초밥
2712,B540501,기타회,회재료
2713,B540502,기타회,장어류
2714,B550101,건과,땅콩
2715,B550102,건과,대추
2716,B550103,건과,호두
2717,B550104,건과,잣
2718,B550105,건과,곶감
2719,B550106,건과,은행
2720,B550107,건과,건과기타
2721,B550108,건과,건과선물세트
2722,B550109,건과,건과일
2723,B550110,건과,과일칩
2724,B550111,건과,마카다미아
2725,B550112,건과,믹스넛
2726,B550113,건과,시즈닝견과
2727,B550114,건과,피스타치오
2728,B550115,건과,하루견과
2729,B550116,건과,요리용견과
2730,B550117,건과,캐슈넛
2731,B550118,건과,친환경건과
2732,B550119,건과,블루베리
2733,B550120,건과,아몬드
2734,B550201,친환경채소,친환경쌈채소
2735,B550202,친환경채소,친환경엽채소
2736,B550204,친환경채소,친환경열매채소
2737,B550205,친환경채소,친환경샐러드채소
2738,B550206,친환경채소,친환경양념채소
2739,B550301,건강선물세트,인삼세트
2740,B550302,건강선물세트,한방세트
2741,B550303,건강선물세트,견과선물세트
2742,B550304,건강선물세트,양념류선물세트
2743,B550306,건강선물세트,약용버섯세트
2744,B550307,건강선물세트,더덕세트
2745,B550308,건강선물세트,혼합세트
2746,B550401,냉동가공,냉동가공과일
2747,B550402,냉동가공,냉동가공채소
2748,B550403,냉동가공,냉동가공양곡
2749,B550501,생활한방,한방식재
2750,B550502,생활한방,한방재
2751,B550601,한방식재류,한방식재
2752,B550602,한방식재류,간편한방식재
2753,B550701,한방차,한차
2754,B550702,한방차,허브
2755,B560101,밥류,도시락
2756,B560103,밥류,초밥
2757,B560201,간편조리,한식
2758,B560202,간편조리,아시안
2759,B560204,간편조리,양식
2760,B560301,김/초밥,초밥
2761,B560302,김/초밥,김밥/롤
2762,B560401,도시락,도시락
2763,B560402,도시락,샌드위치
2764,B560502,간편조리,요리
2765,B730201,냉동HMR,냉동디저트HMR
2766,B730202,냉동HMR,수입냉동식사
2767,B730203,냉동HMR,냉동식사HMR
2768,B730204,냉동HMR,냉동면
2769,B730205,냉동HMR,냉동밥
2770,B730301,냉장간편식HMR,디저트
2771,B730302,냉장간편식HMR,냉장간편식
2772,B730303,냉장간편식HMR,냉장장류
2773,B730304,냉장간편식HMR,온라인냉장반찬HMR
2774,B730401,냉장식사HMR,냉장떡
2775,B730402,냉장식사HMR,냉장면류
2776,B740101,라면,봉지라면
2777,B740102,라면,컵라면
2778,B740201,면류,국수
2779,B740202,면류,당면
2780,B740203,면류,수입면류
2781,B740204,면류,숙면
2782,B740301,간편요리,3분요리류
2783,B740302,간편요리,분말조리식
2784,B740401,밥죽류,즉석 죽/스프/누룽지
2785,B740402,밥죽류,즉석밥류
2786,B740403,밥죽류,컵밥류
2787,B740501,브랜드빵,식빵
2788,B740502,브랜드빵,일반빵
2789,B740503,브랜드빵,찐빵
2790,B740601,시리얼,어린이시리얼
2791,B740602,시리얼,온라인시리얼
2792,B740603,시리얼,일반시리얼
2793,B740604,시리얼,체중조절용시리얼
2794,B750101,비타민,단일비타민
2795,B750102,비타민,발포비타민
2796,B750103,비타민,종합비타민
2797,B750201,기능성건강,기타기능건강
2798,B750202,기능성건강,뼈건강
2799,B750203,기능성건강,온라인기능성건강
2800,B750204,기능성건강,프로바이틱스
2801,B750205,기능성건강,헬스건강
2802,B750206,기능성건강,혈행개선
2803,B750301,홍인삼,전통건강식품
2804,B750302,홍인삼,홍삼농축액
2805,B750303,홍인삼,홍삼즙
2806,B750304,홍인삼,홍삼첨가식품
2807,B750401,담배,국산담배
2808,B750402,담배,수입담배
2809,B750501,건강선물세트,건강기능성선물세트
2810,B750502,건강선물세트,홍삼선물세트
2811,B760101,수입연어,수입생물연어
2812,B760102,수입연어,수입냉동연어
2813,B760201,수입고등어,수입냉동고등어
2814,B760202,수입고등어,수입고등어자반
2815,B760301,수입갈치,수입냉동갈치
2816,B760401,수입게,랍스터
2817,B760402,수입게,킹크랩
2818,B760403,수입게,대게
2819,B760404,수입게,수입기타게
2820,B760501,수입기타생선,수입꽁치
2821,B760502,수입기타생선,수입가자미
2822,B760503,수입기타생선,수입임연수어
2823,B760504,수입기타생선,수입명태
2824,B760505,수입기타생선,수입구색생선
2825,B770101,냉동규격생선,냉동규격전감
2826,B770102,냉동규격생선,냉동기타규격생선
2827,B770103,냉동규격생선,냉동규격연어
2828,B770201,냉동규격해물,냉동규격연체류
2829,B770202,냉동규격해물,냉동규격날치알
2830,B770203,냉동규격해물,냉동규격새우
2831,B770204,냉동규격해물,냉동규격패류
2832,B770301,규격생선선물세트,규격갈치선물세트
2833,B770302,규격생선선물세트,규격옥돔선물세트
2834,B770303,규격생선선물세트,규격고등어선물세트
2835,B770304,규격생선선물세트,규격기타생선선물세트
2836,B770401,냉장규격생선,냉장규격연어
2837,B770402,냉장규격생선,냉장규격고등어
2838,B770403,냉장규격생선,냉장규격기타생선
2839,B770501,온라인규격/간편조리생선,온라인규격생선
2840,B770601,규격RTC,찌개/탕(냉장)
2841,B770602,규격RTC,볶음류(냉장)
2842,B770603,규격RTC,규격소스류
2843,B770701,간편조리행사,즉석탕행사
2844,B770702,간편조리행사,즉석볶음행사
2845,B780101,굴비,국산굴비
2846,B780102,굴비,수입굴비
2847,B780201,반건생선,과메기
2848,B780202,반건생선,기타반건생선
2849,B780203,반건생선,반건가자미
2850,B780204,반건생선,반건갈치
2851,B780205,반건생선,반건고등어
2852,B780206,반건생선,반건오징어
2853,B780207,반건생선,반건임연수어
2854,B780208,반건생선,반건제수생선
2855,B780209,반건생선,코다리
2856,B780301,굴비/반건생선선물세트,굴비세트
2857,B790101,해초,기타해초류
2858,B790102,해초,다시마
2859,B790103,해초,매생이
2860,B790104,해초,미역
2861,B790105,해초,톳
2862,B790106,해초,파래
2863,B790107,해초,포장해초류
2864,B790201,조개,개조개
2865,B790202,조개,골뱅이
2866,B790203,조개,기타조개
2867,B790204,조개,꼬막
2868,B790205,조개,모시조개
2869,B790206,조개,바지락
2870,B790207,조개,생합
2871,B790208,조개,석화
2872,B790209,조개,소라
2873,B790210,조개,전복
2874,B790211,조개,키조개
2875,B790212,조개,피홍합
2876,B790301,조개살,곤이
2877,B790302,조개살,관자살
2878,B790303,조개살,기타조개살
2879,B790304,조개살,논우렁살
2880,B790305,조개살,멍게
2881,B790306,조개살,명태알
2882,B790307,조개살,미더덕
2883,B790308,조개살,바지락살
2884,B790310,조개살,생굴
2885,B790311,조개살,오만둥이
2886,B790312,조개살,해삼
2887,B790313,조개살,홍합살
2888,B790402,연체,기타연체류
2889,B790403,연체,낙지
2890,B790404,연체,문어
2891,B790405,연체,주꾸미
2892,B790406,연체,해파리
2893,B790502,새우,블랙타이거
2894,B790503,새우,흰다리새우
2895,B790601,해물선물세트,기타해물선물세트
2896,B790602,해물선물세트,전복선물세트
2897,B790701,온라인해물연체,온라인해물연체류
2898,B800102,특산물행사,멸치특산물
2899,B800103,특산물행사,미역특산물
2900,B800201,멸치,국물용멸치
2901,B800202,멸치,볶음용멸치
2902,B800203,멸치,볶음조림용멸치
2903,B800301,천연조미료,국물팩
2904,B800302,천연조미료,어간장
2905,B800303,천연조미료,원물가루
2906,B800401,황태,황태채
2907,B800402,황태,황태포
2908,B800501,미역/다시마,다시마
2909,B800502,미역/다시마,미역
2910,B800601,멸치황태미역선물세트,멸치세트
2911,B810101,즉석구이김,즉석김
2912,B810102,즉석구이김,즉석김자반
2913,B810201,마른김,김밥김
2914,B810202,마른김,마른김
2915,B810301,조미김,식탁김
2916,B810302,조미김,외국인특화김
2917,B810303,조미김,전장김
2918,B810401,김가공품,김가공품
2919,B810402,김가공품,김자반
2920,B810403,김가공품,부각
2921,B810501,김선물세트,김선물세트
2922,B820101,미국산소고기,미국산냉동소고기
2923,B820102,미국산소고기,미국산초이스등급소고기
2924,B820103,미국산소고기,미국산프라임등급소고기
2925,B820201,호주산소고기,호주산곡물비육
2926,B820202,호주산소고기,호주산냉동소고기
2927,B820203,호주산소고기,호주산목초비육
2928,B820204,호주산소고기,호주산와규
2929,B820205,호주산소고기,호주산흑소
2930,B820301,수입육선물세트,수입냉동선물세트
2931,B820302,수입육선물세트,수입냉장선물세트
2932,B820401,수입돼지고기,맥시코산돼지고기
2933,B820402,수입돼지고기,미국산돼지고기
2934,B820403,수입돼지고기,유럽산돼지고기
2935,B820404,수입돼지고기,호주산돼지고기
2936,B820501,기타국소고기,뉴질랜드산소고기
2937,B820502,기타국소고기,수입산양고기
2938,B820503,기타국소고기,기타국소고기
2939,B820504,기타국소고기,캐나다산소고기
2940,B830101,양념육,닭/오리양념육
2941,B830102,양념육,돼지양념육
2942,B830103,양념육,소양념육
2943,B830104,양념육,냉동양념육
2944,B830201,육가공품,돈가스
2945,B830202,육가공품,소시지
2946,B830203,육가공품,스테이크
2947,B830204,육가공품,햄류
2948,B830205,육가공품,냉동육가공품
2949,B840101,그릇/수저,생활도자기
2950,B840102,그릇/수저,브랜드도자기
2951,B840103,그릇/수저,수저
2952,B840104,그릇/수저,컵
2953,B840105,그릇/수저,텀블러
2954,B840106,그릇/수저,제빵용품
2955,B840107,그릇/수저,커피/티용품
2956,B840108,그릇/수저,테이블장식용품
2957,B840109,그릇/수저,온라인그릇/수저
2958,B840201,유아식기,유아수저
2959,B840202,유아식기,유아그릇
2960,B840203,유아식기,유아물병
2961,B840301,조리용기,체/바구니
2962,B840302,조리용기,프라이팬
2963,B840303,조리용기,냄비
2964,B840304,조리용기,뚝배기
2965,B840305,조리용기,압력솥
2966,B840306,조리용기,간편조리용기
2967,B840307,조리용기,곰솥/들통
2968,B840308,조리용기,주전자
2969,B840309,조리용기,믹싱볼/양푼
2970,B840310,조리용기,온라인조리용기
2971,B840401,조리도구,보조조리도구
2972,B840402,조리도구,주방가위
2973,B840403,조리도구,식과도
2974,B840404,조리도구,도마
2975,B840405,조리도구,쟁반
2976,B840406,조리도구,체/바구니
2977,B850101,주방가전,밥솥
2978,B850102,주방가전,청소기
2979,B850103,주방가전,믹서기
2980,B850104,주방가전,전기포트
2981,B850105,주방가전,토스터기
2982,B850106,주방가전,다리미
2983,B850107,주방가전,조리가전
2984,B850108,주방가전,이미용기
2985,B850201,시즌/건강가전,선풍기
2986,B850202,시즌/건강가전,히터기
2987,B850203,시즌/건강가전,전기요/장판
2988,B850204,시즌/건강가전,건강가전
2989,B860101,패브릭욕실용품,거실화
2990,B860102,패브릭욕실용품,타월
2991,B860103,패브릭욕실용품,패브릭욕실매트
2992,B860201,매트,다용도매트
2993,B860202,매트,베란다/놀이방매트
2994,B860203,매트,싱크매트
2995,B860301,프리미엄매트,프리미엄다용도매트
2996,B860302,프리미엄매트,프리미엄싱크매트
2997,B860401,일반욕실용품,발판
2998,B860402,일반욕실용품,변기커버
2999,B860403,일반욕실용품,샤워커튼
3000,B860404,일반욕실용품,샤워타월
3001,B860406,일반욕실용품,욕실화
3002,B860501,DIY욕실용품,욕실수납용품
3003,B860601,수도용품,메탈호스
3004,B860602,수도용품,샤워헤드
3005,B860603,수도용품,수전
3006,B870101,조명기구,등기구
3007,B870102,조명기구,랜턴류
3008,B870103,조명기구,방등거실등
3009,B870104,조명기구,장식스탠드
3010,B870105,조명기구,학습용스탠드
3011,B870201,전구,LED램프
3012,B870202,전구,특수램프
3013,B870203,전구,형광램프
3014,B870302,전기용품,전기재료
3015,B870401,안전용품,도어락
3016,B870403,안전용품,유아안전용품
3017,B870404,안전용품,화재안전용품
3018,B870501,보수용품,가정보수용품
